player_id;list_tournaments
P-46390;1930
P-75494;2002
P-77492;1954
P-58094;2010
P-83060;1962
P-94304;2006
P-93364;1930
P-37915;2011
P-38048;1938
P-77510;2015
P-33838;1986
P-39239;2022
P-62618;2022
P-45615;1958
P-92458;1994
P-56811;1986
P-57759;2022
P-18885;2022
P-35938;1966
P-00429;2006
P-50967;2010
P-17028;2006
P-41601;1970
P-62439;2015
P-33681;1991
P-81179;1991
P-38386;1999
P-55236;2018
P-91949;1994
P-97867;2014
P-10490;1998
P-97601;1938
P-36817;1991
P-91166;1938
P-35084;1991
P-39140;2011
P-26709;1990
P-34326;1978
P-05714;1995
P-29154;1995
P-05805;2014
P-72876;2002
P-69451;2018
P-98467;2003
P-74235;2002
P-88043;2002
P-96858;1995
P-72568;2011
P-64796;1990
P-30094;2002
P-62565;1982
P-85997;1982
P-54396;2007
P-62503;1995
P-84412;2014
P-50080;1990
P-62448;2010
P-89192;1991
P-75962;1978
P-70499;2019
P-63780;1958
P-61365;1978
P-33715;2018
P-60422;2006
P-04567;2010
P-52108;2002
P-26214;1974
P-50099;1978
P-14952;2014
P-59023;2010
P-37753;2002
P-03700;2011
P-02698;1999
P-80826;2006
P-98520;1950
P-49442;1990
P-77114;1934
P-53882;1954
P-70140;2006
P-85840;2003
P-70006;2010
P-70292;1966
P-65327;2010
P-08359;2022
P-24324;2006
P-76837;2018
P-37901;2014
P-96558;2015
P-40027;2003
P-12376;2002
P-48550;2002
P-85488;2019
P-20246;2007
P-87730;1950
P-47145;1958
P-85140;1998
P-07284;1990
P-40341;2018
P-57488;1991
P-10636;2006
P-26051;2018
P-61649;2010
P-40761;1966
P-53803;1986
P-09158;2015
P-23374;2011
P-95601;2015
P-92811;1958
P-86882;2007
P-92672;1994
P-04287;2007
P-19195;1930
P-85577;2022
P-34180;1994
P-54127;1999
P-07585;1998
P-84807;2010
P-74808;1994
P-76647;2019
P-68804;2003
P-22604;2015
P-83122;1994
P-52992;2003
P-37759;2003
P-65225;1991
P-63064;2019
P-19121;2002
P-68759;1991
P-71220;1998
P-79585;1998
P-90491;2010
P-55653;1982
P-46907;1982
P-84152;1998
P-90625;1962
P-06976;1978
P-13265;2002
P-91871;1994
P-81999;2014
P-75230;2002
P-41790;1994
P-27734;1930
P-61074;1966
P-48881;1986
P-43737;1938
P-00109;1998
P-03159;1966
P-46121;1930
P-86268;1958
P-90796;2022
P-22489;2002
P-95291;1938
P-47156;2019
P-71410;1974
P-11035;1930
P-98926;1938
P-40419;1978
P-40007;2022
P-82313;2022
P-60945;2006
P-21213;1986
P-82713;2007
P-40610;1986
P-26943;2018
P-84497;1995
P-67034;1934
P-01275;1991
P-96792;1974
P-48546;1970
P-90129;2018
P-98034;1999
P-65033;2007
P-44097;2006
P-63919;2015
P-08347;2007
P-59238;1991
P-77989;1990
P-48735;1999
P-34572;1990
P-98806;2014
P-75926;2022
P-43163;1998
P-21652;2022
P-67127;2022
P-66008;1982
P-56577;1990
P-72588;1954
P-94774;2014
P-36707;2022
P-20306;1966
P-11758;2019
P-24905;2015
P-04785;1998
P-57497;1995
P-83394;1994
P-87765;2006
P-96131;1998
P-71910;1938
P-21210;2007
P-52099;2002
P-22479;1999
P-40837;1995
P-01364;1998
P-67645;2011
P-04420;2014
P-70691;2022
P-19181;1934
P-29677;2003
P-83361;1990
P-42180;1986
P-74376;2019
P-42972;2015
P-86061;2011
P-77010;1998
P-82336;1958
P-31755;2010
P-75736;1982
P-77619;2014
P-86028;2014
P-23667;2011
P-91238;1930
P-00577;1958
P-65709;1999
P-74243;1982
P-70361;1954
P-74383;2007
P-03638;1934
P-26942;2022
P-09057;1930
P-00065;1994
P-10248;1978
P-17489;1934
P-33048;1938
P-37133;2010
P-36858;1950
P-24375;2015
P-58900;1962
P-41894;1994
P-34830;1978
P-52254;1962
P-00618;1950
P-89782;1998
P-23371;2014
P-10055;1982
P-17276;2007
P-69644;1978
P-37239;2014
P-52064;1930
P-68909;2003
P-11917;1970
P-79048;2014
P-82154;2018
P-59598;2015
P-97223;1950
P-27541;2022
P-98486;2006
P-33258;1970
P-86679;1982
P-94838;2014
P-68128;2011
P-55250;1998
P-82102;2003
P-94822;1998
P-48910;2002
P-68471;1990
P-04392;1958
P-00146;1986
P-82283;1995
P-49114;2010
P-36911;2003
P-78787;2022
P-99177;2018
P-10863;1974
P-00489;1986
P-20256;1994
P-72499;2007
P-92129;2002
P-74260;1986
P-89115;2019
P-56643;1998
P-99251;1970
P-40619;2022
P-22016;2018
P-60896;1966
P-56906;1991
P-33834;1994
P-10740;2018
P-45194;1978
P-58375;2019
P-51130;1998
P-08874;1954
P-97589;2006
P-70145;2022
P-06223;2010
P-36639;2014
P-44850;2002
P-04455;2002
P-98768;1995
P-05081;2002
P-12818;2010
P-11819;2007
P-67910;1934
P-55768;2015
P-97302;1986
P-19170;1930
P-89577;1962
P-49934;2022
P-71652;2010
P-91914;1966
P-76169;2011
P-27772;1974
P-28121;1962
P-81131;1990
P-71464;1962
P-88002;1990
P-01736;1978
P-01287;1966
P-25083;2006
P-35746;2010
P-64788;1966
P-14030;1999
P-15227;2003
P-69790;2003
P-48502;1966
P-56547;2010
P-47780;2010
P-87203;1966
P-21914;1986
P-27419;2006
P-04237;2022
P-00848;1998
P-40147;2022
P-73160;2010
P-23032;2010
P-78692;2015
P-15185;2010
P-98924;1982
P-80183;1998
P-60592;2010
P-73649;2014
P-08770;1950
P-46583;2022
P-36957;1938
P-87749;1999
P-52190;1950
P-06005;2010
P-32085;1934
P-42138;1954
P-31050;1970
P-14432;1990
P-32535;1930
P-71089;2003
P-93042;1990
P-88639;1962
P-31892;1990
P-18389;1962
P-00152;1950
P-11979;1994
P-19209;1982
P-66822;2015
P-06810;1999
P-23492;1950
P-01567;2015
P-66322;1974
P-76922;1982
P-07371;2010
P-61949;2022
P-45258;2002
P-36090;2010
P-11436;2010
P-05784;2007
P-95843;1954
P-50374;1978
P-31235;1986
P-51930;1934
P-03949;2006
P-42028;1994
P-05164;2022
P-66939;1966
P-46166;1990
P-95101;2019
P-34636;1998
P-06866;1930
P-42797;1998
P-02863;1950
P-08708;2010
P-79226;2015
P-43280;2014
P-27582;2022
P-88982;1950
P-80703;2019
P-99813;1986
P-06608;2006
P-34573;1994
P-40778;2003
P-93888;2003
P-61973;2015
P-26638;1954
P-00390;1954
P-25724;2002
P-71373;2014
P-16489;2014
P-92215;1994
P-36442;1954
P-43950;1986
P-22201;1958
P-36316;2010
P-07876;2011
P-96960;1990
P-20880;2002
P-05331;1954
P-42409;1958
P-18634;1999
P-22636;1958
P-58223;1950
P-61270;2014
P-21831;1991
P-33693;1950
P-91710;1998
P-62542;2019
P-03916;1962
P-07875;2022
P-81360;1978
P-89948;2022
P-09954;1994
P-12666;1986
P-50486;1962
P-06693;1998
P-19526;1986
P-32217;1958
P-24680;1982
P-30716;1938
P-80376;1978
P-15994;1934
P-60304;2010
P-91484;2010
P-42100;1966
P-18921;2022
P-71973;1930
P-58537;1930
P-85795;1934
P-72028;2014
P-70421;2010
P-16488;2019
P-08131;1938
P-70970;1934
P-83141;1966
P-25144;1991
P-55399;1966
P-57982;2002
P-09512;1954
P-54013;2014
P-20389;2002
P-85545;2007
P-60652;2018
P-46631;1938
P-06135;2002
P-62762;1974
P-98435;2022
P-68168;2002
P-02702;1938
P-59301;2010
P-85116;2018
P-46047;1974
P-59285;1986
P-64761;1950
P-81306;1962
P-43717;1998
P-10514;1990
P-83805;1986
P-70794;2018
P-12214;1954
P-42369;1994
P-27627;2010
P-87143;1962
P-41288;1958
P-67307;1990
P-34868;1978
P-57468;1990
P-14953;2010
P-66982;2011
P-80373;1995
P-57369;1999
P-07005;1991
P-15166;1934
P-24897;2022
P-66932;1982
P-78418;2010
P-15197;2022
P-08627;1934
P-07169;1991
P-69868;2011
P-11200;1934
P-69996;1970
P-12842;2002
P-15268;1962
P-55404;2010
P-50252;1998
P-38906;1958
P-87338;1991
P-16610;1954
P-19627;1934
P-95062;2022
P-85842;2019
P-88896;2014
P-20960;1994
P-77489;2014
P-64553;1966
P-06645;1994
P-43310;1958
P-65298;2002
P-77521;2018
P-59856;1966
P-99418;1998
P-29138;2019
P-84808;1986
P-07577;1998
P-48797;1995
P-66325;1954
P-54379;1958
P-81972;2010
P-47246;2010
P-70927;1938
P-06901;2011
P-83642;2014
P-73715;1966
P-74793;1938
P-61084;2007
P-69960;1990
P-92695;1990
P-11075;2010
P-25615;2019
P-98929;2022
P-62514;1990
P-26444;2015
P-17971;2014
P-91257;1966
P-87744;1974
P-41944;2010
P-67041;2002
P-35081;2018
P-80877;1990
P-70918;1966
P-89772;1974
P-60866;1974
P-03963;1986
P-92491;2007
P-58308;2019
P-35217;1958
P-61373;2015
P-76850;2018
P-24795;2007
P-09774;2015
P-53254;2010
P-04270;1962
P-69019;2014
P-16377;1934
P-85613;1994
P-15142;1994
P-09775;1962
P-51932;1998
P-31126;1990
P-84660;1950
P-31687;1930
P-17445;2006
P-49495;1950
P-42664;1970
P-52784;1998
P-52285;1999
P-32979;2011
P-06957;1994
P-94783;1966
P-60769;2014
P-24312;1930
P-93884;2014
P-46773;2019
P-36290;2006
P-73008;1962
P-37735;2006
P-28485;2006
P-24713;2010
P-57529;2006
P-24314;2011
P-27925;1978
P-13257;1938
P-61494;1970
P-19642;1974
P-88263;2006
P-86883;2015
P-15758;1970
P-19161;1954
P-46036;1938
P-74039;1998
P-27417;2018
P-85317;1954
P-59869;2007
P-15144;1986
P-27184;2015
P-04506;1999
P-34233;1966
P-48102;1958
P-47392;1995
P-40400;1998
P-69703;1938
P-54760;1978
P-92307;2002
P-46594;1999
P-84375;1998
P-25506;1998
P-46461;2022
P-08113;2006
P-46434;1974
P-61272;1970
P-77979;2010
P-83198;2018
P-12625;1994
P-93278;1930
P-28606;1986
P-18421;1974
P-30803;2010
P-43672;1974
P-11960;1998
P-60697;1982
P-75121;1995
P-37477;1970
P-46228;1990
P-70166;1930
P-68800;2019
P-91754;1998
P-57771;1990
P-29298;2022
P-92720;1978
P-57739;1954
P-84816;1982
P-46006;1990
P-67358;1990
P-55047;1990
P-99685;1994
P-30107;2007
P-30046;2011
P-98782;1995
P-43567;2022
P-19030;1998
P-34799;2019
P-49151;1930
P-38969;1958
P-11013;2022
P-01434;1938
P-02965;1970
P-36606;2011
P-96650;1982
P-17746;2003
P-69864;1982
P-70618;2018
P-35147;1938
P-62725;1938
P-38095;2002
P-64536;1934
P-65386;2022
P-51516;2003
P-29879;1938
P-02347;2015
P-76375;2002
P-48670;2018
P-70474;2006
P-10860;2006
P-28597;1998
P-28594;2015
P-95198;2022
P-04639;1970
P-44632;1994
P-58728;1930
P-15387;1954
P-16760;1954
P-76749;1950
P-40766;2019
P-89582;2014
P-46898;2022
P-45243;1978
P-24730;1966
P-37038;1986
P-70698;2002
P-52362;2010
P-02668;1990
P-37772;1999
P-65885;1938
P-92631;1970
P-44980;2019
P-87822;1974
P-64348;2010
P-99420;1998
P-41238;1930
P-82174;1978
P-99537;2006
P-58423;1966
P-32858;2018
P-23511;2019
P-17245;1966
P-89420;2018
P-99091;1970
P-29194;1954
P-59807;1966
P-38368;2011
P-75598;1998
P-10605;1934
P-14891;2018
P-19478;2014
P-02174;2002
P-52528;1934
P-13394;2010
P-65590;2006
P-13973;2022
P-08939;1978
P-34450;1990
P-04514;1982
P-69785;2018
P-14775;1934
P-60379;1938
P-47416;1982
P-85818;2002
P-37431;1990
P-81939;2019
P-21834;1954
P-56023;2006
P-31684;2002
P-36287;2006
P-17509;2014
P-90709;1995
P-09674;2003
P-02008;1995
P-97943;1930
P-30878;2006
P-56668;1970
P-09454;2002
P-10473;1934
P-35462;2015
P-29422;2015
P-35812;2007
P-46923;1970
P-42364;1970
P-96067;2018
P-60461;1982
P-70909;1978
P-16938;1990
P-38379;1930
P-24093;1974
P-18236;2015
P-29705;2014
P-23300;2010
P-05819;1962
P-36991;1966
P-94249;2014
P-03270;1978
P-02842;1998
P-89070;2018
P-25437;1990
P-53546;1998
P-19537;1990
P-23309;1974
P-21516;1958
P-46886;1994
P-02372;1970
P-24935;2006
P-16586;1958
P-80216;2011
P-53800;1966
P-59372;2002
P-73694;2022
P-66817;2006
P-65859;1970
P-41805;1958
P-68778;1954
P-57430;1962
P-83900;2006
P-05215;2007
P-15279;2015
P-14930;1962
P-46718;2002
P-67264;2010
P-89870;2010
P-08442;2018
P-29864;2018
P-16634;1938
P-41974;1998
P-53455;1995
P-49585;1974
P-70815;2010
P-43944;1958
P-52946;2014
P-73278;1938
P-63857;1970
P-62543;2022
P-16576;2022
P-64415;1998
P-47501;1994
P-41829;1982
P-91171;1930
P-79931;2015
P-26383;1991
P-00531;1990
P-56453;1950
P-33539;1966
P-79398;1950
P-40618;2018
P-87631;1970
P-26193;2019
P-52478;1995
P-58199;1999
P-84614;2010
P-85257;1954
P-44038;1954
P-87995;1994
P-03451;1978
P-62861;1990
P-95773;1966
P-10906;1986
P-85827;1982
P-24658;2003
P-12373;2006
P-29644;1994
P-31117;1986
P-67766;1999
P-51219;1934
P-82311;1950
P-40693;2007
P-14305;1982
P-06125;2019
P-03206;1970
P-67309;1970
P-27802;2002
P-29600;1974
P-75041;2014
P-85808;1970
P-11737;2022
P-02950;1991
P-67464;1934
P-15637;1982
P-61772;1938
P-51811;1958
P-12676;1954
P-82931;1966
P-45845;2003
P-77765;1978
P-68406;2015
P-81829;1934
P-51089;2002
P-59828;1970
P-08785;1994
P-37090;2006
P-57174;1986
P-68056;2002
P-84161;1999
P-57338;2002
P-66877;2003
P-01045;2010
P-95670;2018
P-90520;1999
P-23035;2006
P-42555;1966
P-14226;1994
P-94706;1978
P-65985;1990
P-86534;2006
P-75156;1950
P-87531;1934
P-99707;1978
P-23905;1986
P-51629;1990
P-71404;2019
P-08904;2007
P-50573;1999
P-47065;2019
P-08526;1930
P-02166;1970
P-78049;1974
P-14499;2014
P-74977;1994
P-32204;2015
P-28996;1986
P-07978;1978
P-79097;1950
P-88110;1954
P-17302;1986
P-77201;2003
P-96127;2011
P-02094;1978
P-57401;2022
P-96497;2014
P-09530;2022
P-11430;1974
P-31841;1962
P-67185;1962
P-42532;1994
P-56543;1998
P-37600;1986
P-11175;1962
P-20020;1982
P-52481;2006
P-79900;2018
P-06159;2010
P-25779;1998
P-44453;1958
P-70887;1950
P-04931;1970
P-69340;1990
P-01246;1934
P-54956;2003
P-04136;2015
P-57583;1995
P-35919;2011
P-07972;1930
P-23163;2015
P-17740;1934
P-07554;1986
P-46831;1982
P-48383;1934
P-94579;2022
P-93979;2007
P-15489;2014
P-08136;1954
P-93701;1986
P-93386;1994
P-24259;1958
P-35773;2018
P-88804;1962
P-65979;2014
P-30138;1962
P-11369;2019
P-72288;1950
P-97920;1994
P-59735;2002
P-57588;2002
P-40789;2018
P-86499;2010
P-34676;1998
P-79723;2014
P-98252;1962
P-61561;1998
P-30572;1998
P-39347;2022
P-06141;1966
P-27437;1990
P-51451;1970
P-21741;1994
P-41807;1982
P-73564;2014
P-70241;2018
P-04466;1978
P-41647;2022
P-98414;1966
P-09423;1994
P-34782;1954
P-89177;2006
P-07720;1990
P-97584;1986
P-00471;1999
P-62368;2022
P-86951;2022
P-02061;1950
P-99479;1986
P-53055;1990
P-11562;1990
P-99179;2011
P-64532;1978
P-55293;2002
P-83169;2022
P-09273;2011
P-00556;1999
P-57295;1934
P-89908;1999
P-11773;2015
P-59837;2018
P-21451;2006
P-92937;1938
P-75034;1991
P-20868;2007
P-06115;1986
P-39150;2015
P-16126;1986
P-14339;2015
P-92300;1962
P-55586;1938
P-24556;1998
P-20804;2022
P-27048;1938
P-94051;1990
P-33433;2022
P-65484;1958
P-58264;1974
P-33683;1958
P-62444;2015
P-26367;2022
P-69217;2022
P-61229;2006
P-44463;2014
P-56553;2006
P-61478;2002
P-98609;1982
P-66684;2002
P-63026;1930
P-02405;1990
P-30596;2022
P-94011;1990
P-78898;1994
P-68379;1998
P-40752;1934
P-93728;1966
P-46554;2002
P-71726;2002
P-80132;1994
P-53735;1986
P-19727;2002
P-57058;2010
P-59058;1962
P-24116;1974
P-98896;1954
P-45285;1966
P-44334;2006
P-84320;1978
P-40743;1982
P-66639;1998
P-34664;1974
P-67426;1990
P-77652;2019
P-27926;1998
P-72296;1994
P-15615;1954
P-01357;1950
P-16182;2015
P-21776;2014
P-89921;2015
P-88622;2003
P-32017;2011
P-60490;1974
P-56757;1982
P-48499;1994
P-88903;1982
P-63266;1974
P-89554;1974
P-94447;2018
P-16853;2003
P-74629;1990
P-94643;2010
P-70218;1990
P-78126;1978
P-58469;1962
P-67346;1950
P-03287;2014
P-17652;1970
P-83711;2006
P-07985;1978
P-49850;1998
P-92848;1958
P-56114;1930
P-35684;1930
P-97459;1994
P-85878;2022
P-79702;1982
P-96490;2006
P-47137;2018
P-32719;1986
P-67441;1999
P-40949;2010
P-16375;1999
P-70524;2011
P-84527;1999
P-66310;2010
P-59010;1999
P-72474;2010
P-79720;2010
P-48268;1999
P-08689;2010
P-61977;2003
P-71871;2011
P-25564;2003
P-07625;2007
P-73131;2011
P-42740;2022
P-63783;1986
P-55659;2006
P-30514;1998
P-57975;2002
P-24930;2006
P-45039;2002
P-45712;2002
P-84787;2022
P-06541;1974
P-68016;2022
P-97252;2002
P-99080;1998
P-66491;2003
P-25593;2022
P-43380;1990
P-38526;1954
P-77711;1998
P-92243;1950
P-46613;2015
P-30507;1938
P-84389;1991
P-92391;1990
P-54124;1950
P-48827;1974
P-84905;1966
P-69129;2007
P-78113;2014
P-49642;1994
P-12835;1994
P-94332;2015
P-69504;1990
P-91175;1986
P-29031;2011
P-39552;1995
P-56255;1978
P-49701;1934
P-93612;1978
P-98216;1930
P-85199;2006
P-87852;2018
P-35373;1998
P-30328;1954
P-00119;1970
P-74261;1998
P-14942;1998
P-86201;1982
P-48156;1982
P-23385;1970
P-00086;1970
P-85778;1970
P-04417;1930
P-62214;1962
P-74898;1954
P-72094;1986
P-78654;2006
P-85142;1930
P-56274;2019
P-82150;1962
P-72479;1982
P-91752;1966
P-00052;2022
P-81085;1998
P-23705;2006
P-02455;1930
P-81322;1938
P-97113;1970
P-61508;1990
P-56503;2022
P-75727;1995
P-91151;1958
P-96391;1978
P-95282;1991
P-13354;2006
P-70867;2022
P-44161;2007
P-72859;2006
P-14657;1950
P-16304;2011
P-31011;1962
P-34086;1958
P-02675;1982
P-03840;1966
P-92882;1950
P-47892;1962
P-61247;1990
P-00232;2022
P-99991;1978
P-05773;2003
P-03422;2011
P-79953;1990
P-84995;2019
P-99432;2007
P-02679;1999
P-12935;2018
P-05562;1982
P-38105;2022
P-81323;1962
P-62341;2022
P-00339;2018
P-03310;1950
P-89510;2011
P-56348;2002
P-86020;2018
P-80905;2018
P-19618;2022
P-93262;2010
P-14180;2014
P-49428;2002
P-11191;2006
P-03265;2022
P-49253;1978
P-43570;1986
P-86830;2015
P-49970;1982
P-89392;2014
P-57272;2002
P-35042;1994
P-19947;1938
P-55597;2022
P-34448;2018
P-23733;1974
P-56119;2002
P-02839;2022
P-27629;1994
P-99437;2015
P-77566;1962
P-83098;1970
P-33570;2006
P-71248;2006
P-08309;2015
P-58196;1930
P-43367;2014
P-73100;1986
P-40941;1950
P-27561;1930
P-06446;2022
P-95706;2019
P-45548;2018
P-24357;2018
P-40792;2007
P-35675;1958
P-03217;1998
P-22014;1950
P-23356;1994
P-65214;1962
P-79494;1998
P-33089;2014
P-03193;2014
P-12252;1982
P-11345;2019
P-12971;1982
P-94008;1978
P-08196;1998
P-28828;1978
P-18222;2014
P-03706;1998
P-04367;2010
P-35320;2022
P-42994;1950
P-96946;1986
P-99138;2019
P-14580;2015
P-00855;1962
P-43630;1970
P-00116;1982
P-80410;2006
P-55581;2006
P-61251;1990
P-37293;2015
P-72726;1950
P-79650;2022
P-40852;2002
P-51624;1930
P-32438;1958
P-73704;1986
P-03231;2002
P-87807;1962
P-60541;2010
P-44339;1938
P-80170;2002
P-84868;1954
P-26412;2022
P-74676;1994
P-57361;2002
P-70442;2006
P-62722;1994
P-29694;2003
P-35930;2018
P-84569;1974
P-99967;2006
P-52476;2015
P-77881;2011
P-85281;2003
P-08566;1930
P-89481;1930
P-45085;1966
P-33226;1962
P-48480;2018
P-68361;2019
P-11711;2011
P-18032;1991
P-78005;1970
P-79649;1950
P-16727;1934
P-07148;2006
P-57254;1999
P-94998;1970
P-30373;1934
P-36867;1978
P-29090;2006
P-40501;1995
P-98441;2019
P-91035;1958
P-47266;1962
P-91717;1978
P-66082;1998
P-14034;2019
P-67256;2006
P-23176;1990
P-91753;1991
P-77817;1986
P-36668;1999
P-74059;2006
P-05695;1978
P-67442;1978
P-88273;2022
P-03942;1990
P-54533;2006
P-94114;1934
P-09352;1999
P-45852;1954
P-76903;2015
P-15677;1970
P-69601;1974
P-51201;2018
P-30524;2002
P-62162;2018
P-32819;1978
P-71232;1994
P-75277;1994
P-38027;1982
P-01560;2014
P-38399;1982
P-79080;1986
P-00521;2018
P-17764;1950
P-16977;2018
P-99590;2014
P-13965;2015
P-83784;1950
P-17565;1930
P-83261;1998
P-39341;2010
P-31145;2010
P-03127;1938
P-36188;2022
P-06049;1954
P-59574;1978
P-77257;2018
P-90336;1938
P-96984;1994
P-07368;2006
P-76884;1990
P-82422;1930
P-47205;1978
P-87726;1986
P-88192;1990
P-12371;1962
P-91378;1934
P-10244;2014
P-19545;2018
P-24775;2007
P-19469;1934
P-87452;1950
P-88468;2011
P-27004;1966
P-85559;2014
P-20085;2002
P-16060;1974
P-85204;2022
P-71779;1982
P-36676;1998
P-49261;1930
P-11841;1950
P-31389;1974
P-55298;2018
P-48922;1990
P-26735;2019
P-83453;1990
P-16954;1998
P-71236;2010
P-05265;2022
P-22661;1962
P-55781;2006
P-81303;1962
P-55287;2019
P-99818;1999
P-90753;1999
P-09476;1986
P-34556;1986
P-94570;2006
P-64311;1978
P-15505;1986
P-85689;1938
P-39089;1962
P-54079;1986
P-24480;2003
P-49906;2015
P-27331;2018
P-77852;2019
P-28503;1930
P-07709;1950
P-71609;2019
P-93437;1954
P-69530;2010
P-23315;2002
P-48944;2006
P-43398;1986
P-08678;2006
P-44112;2010
P-83849;2018
P-58000;1974
P-28638;1974
P-25685;1962
P-00369;1930
P-26068;2018
P-10510;1998
P-53076;2014
P-76842;2022
P-99210;2007
P-62769;2014
P-56398;2014
P-46224;1999
P-46260;1991
P-22102;2018
P-71633;2014
P-14561;2015
P-80851;1978
P-39505;1978
P-75890;2018
P-39251;1998
P-32622;2022
P-75191;2010
P-96660;1958
P-64079;2011
P-01730;2018
P-97434;2006
P-93344;1930
P-61224;1994
P-73354;1994
P-56971;1970
P-81177;1994
P-63942;2006
P-60966;1982
P-12180;1998
P-07089;2022
P-57309;2006
P-94434;2014
P-16918;1990
P-53754;1970
P-18314;1986
P-19145;1995
P-50142;2022
P-65801;1982
P-72737;2014
P-42663;2022
P-90918;1991
P-67694;1958
P-75292;2010
P-03368;1966
P-74308;2015
P-87112;1994
P-97727;1962
P-22992;2018
P-16451;1994
P-58348;2010
P-30845;2014
P-06356;2014
P-75658;2011
P-08628;2018
P-05385;1994
P-39138;2014
P-03658;1998
P-19347;2015
P-56282;2006
P-82297;1986
P-76131;2002
P-03631;1938
P-16575;2015
P-21477;1950
P-26030;1978
P-96044;2002
P-30014;2010
P-83291;1930
P-13847;2018
P-66228;2014
P-01384;2015
P-38594;2018
P-79242;1962
P-09978;1994
P-13574;2015
P-26316;1978
P-26108;1998
P-24062;2022
P-22224;1962
P-34363;2015
P-77469;1994
P-92932;1998
P-53489;1962
P-92513;2022
P-70703;1982
P-87016;2002
P-90670;1990
P-50021;1966
P-59110;1990
P-52480;2006
P-80289;1998
P-74183;2007
P-73900;1999
P-04956;1999
P-84049;1995
P-94413;1974
P-47163;1999
P-98538;2007
P-42807;1990
P-69885;1958
P-54466;1950
P-73064;2011
P-90366;1970
P-97698;2022
P-40880;2015
P-47593;1994
P-39464;2022
P-91655;2018
P-46624;1958
P-10357;2022
P-22488;2010
P-07441;1958
P-22318;2002
P-92064;2002
P-32958;1974
P-59016;1982
P-21571;1998
P-34530;2002
P-56647;2018
P-70798;1954
P-33159;1982
P-33360;2010
P-06775;2019
P-71169;1958
P-18004;2011
P-39440;1978
P-37351;1986
P-81341;1974
P-42311;2002
P-52002;1954
P-09041;2006
P-51832;1970
P-34188;2015
P-84606;2019
P-07679;1994
P-75955;1950
P-55784;2006
P-85798;1958
P-40231;2019
P-81950;2010
P-44882;2003
P-47233;1978
P-81427;2022
P-50567;1998
P-66014;1986
P-68230;1994
P-94647;2022
P-04515;1954
P-36689;2002
P-05227;2006
P-86181;1970
P-78091;2022
P-36167;1930
P-46231;1966
P-52028;1938
P-89034;1934
P-44813;1958
P-24586;2006
P-37935;2018
P-81968;2002
P-76835;2022
P-28179;1978
P-37357;1938
P-23883;2002
P-15857;1962
P-66612;2011
P-90867;2018
P-25714;1978
P-03449;2019
P-35798;1970
P-37218;1982
P-64777;2011
P-64276;2011
P-52837;2018
P-24553;1982
P-35544;1998
P-18303;1990
P-42638;1999
P-38901;2006
P-72113;1995
P-24558;1958
P-41283;1999
P-80838;2022
P-73619;2006
P-44201;1930
P-03298;2010
P-99989;1978
P-24731;1974
P-57113;1974
P-63184;1954
P-87474;1934
P-25131;2014
P-54099;1991
P-96721;2007
P-82183;1958
P-72075;1938
P-77194;1986
P-38873;1950
P-56703;1934
P-33855;2014
P-76544;1990
P-00836;1966
P-09339;2015
P-57898;1998
P-28341;1954
P-71859;2022
P-14790;1934
P-58755;2018
P-35183;1998
P-96191;1958
P-21392;2011
P-77827;2022
P-95092;2007
P-69826;1954
P-63937;1962
P-89829;1930
P-32136;2002
P-66845;2019
P-45182;2014
P-99095;1962
P-05710;1950
P-93072;1958
P-34021;1974
P-86401;1934
P-60031;1978
P-63916;1998
P-60880;2018
P-78149;1998
P-77198;1990
P-10653;2015
P-93803;2018
P-35622;1974
P-09155;1954
P-25269;2019
P-78023;2011
P-10730;1954
P-77426;1962
P-07171;1982
P-46979;2014
P-46980;1966
P-10922;1970
P-72423;1934
P-57363;1934
P-84810;2015
P-63692;1990
P-66174;1974
P-78863;2006
P-59795;2011
P-31553;2010
P-43400;2006
P-97414;1986
P-99788;1978
P-44916;1930
P-87458;1994
P-62644;2006
P-22178;2007
P-76869;1958
P-36065;2011
P-81010;1958
P-41187;2007
P-01106;1950
P-87316;2010
P-17759;1995
P-13285;1990
P-96627;1934
P-27736;1995
P-88946;1998
P-64138;1958
P-07180;2014
P-43536;1991
P-61313;1962
P-93415;1954
P-94354;2007
P-48787;2007
P-92139;1986
P-98385;1958
P-04924;1974
P-39680;1990
P-36105;2022
P-70793;2010
P-15756;1958
P-94965;1930
P-84013;1970
P-78416;2010
P-32237;1998
P-15025;1998
P-44518;1958
P-89106;1982
P-79864;1994
P-75536;2002
P-10247;1982
P-10056;2011
P-14179;2022
P-67478;1970
P-74331;1995
P-65105;2002
P-36787;2014
P-22298;2006
P-94161;2006
P-47402;1938
P-04538;1958
P-82549;2006
P-53680;2002
P-32414;1986
P-82949;1990
P-59293;1950
P-56801;1998
P-65525;1994
P-56626;2002
P-55720;2019
P-89198;1934
P-65280;1950
P-63904;1958
P-97803;2011
P-37092;2006
P-81142;2022
P-11493;1998
P-82806;1938
P-60181;1962
P-09081;1954
P-35253;1986
P-94171;2003
P-96053;1994
P-20664;1982
P-14456;2002
P-49168;1982
P-86509;1994
P-31857;1998
P-80178;1994
P-41819;2015
P-61986;1962
P-80379;1990
P-83704;2019
P-89412;1986
P-45721;1958
P-68495;2015
P-05609;1934
P-26852;2010
P-46658;1982
P-89376;1991
P-95106;1986
P-97832;1958
P-32599;2022
P-93008;1998
